Company ID,Company Name,Ticket ID,Ticket Date,Ticket Description
COMP012,Apex Analytics-COMP012,40,2022-04-25,Ticket for Apex Analytics-COMP012 on 2022-04-25
COMP013,XYZ Tech Solutions-COMP013,41,2023-01-01,Ticket for XYZ Tech Solutions-COMP013 on 2023-01-01
COMP013,XYZ Tech Solutions-COMP013,42,2022-09-03,Ticket for XYZ Tech Solutions-COMP013 on 2022-09-03
COMP013,XYZ Tech Solutions-COMP013,43,2022-01-29,Ticket for XYZ Tech Solutions-COMP013 on 2022-01-29
COMP014,Red Rocket Media-COMP014,44,2022-04-28,Ticket for Red Rocket Media-COMP014 on 2022-04-28
COMP014,Red Rocket Media-COMP014,45,2022-02-24,Ticket for Red Rocket Media-COMP014 on 2022-02-24
COMP014,Red Rocket Media-COMP014,46,2022-07-07,Ticket for Red Rocket Media-COMP014 on 2022-07-07
COMP015,Green Energy Corp-COMP015,47,2022-04-30,Ticket for Green Energy Corp-COMP015 on 2022-04-30
COMP015,Green Energy Corp-COMP015,48,2022-09-24,Ticket for Green Energy Corp-COMP015 on 2022-09-24
COMP016,Innovative Innovations-COMP016,49,2022-02-16,Ticket for Innovative Innovations-COMP016 on 2022-02-16
COMP016,Innovative Innovations-COMP016,50,2022-06-19,Ticket for Innovative Innovations-COMP016 on 2022-06-19
COMP016,Innovative Innovations-COMP016,51,2022-01-08,Ticket for Innovative Innovations-COMP016 on 2022-01-08
COMP016,Innovative Innovations-COMP016,52,2022-02-07,Ticket for Innovative Innovations-COMP016 on 2022-02-07
COMP017,EcoGreen Solutions-COMP017,53,2022-08-21,Ticket for EcoGreen Solutions-COMP017 on 2022-08-21
COMP017,EcoGreen Solutions-COMP017,54,2022-01-31,Ticket for EcoGreen Solutions-COMP017 on 2022-01-31
COMP018,Blue Sky Ventures-COMP018,55,2022-02-09,Ticket for Blue Sky Ventures-COMP018 on 2022-02-09
COMP018,Blue Sky Ventures-COMP018,56,2022-05-21,Ticket for Blue Sky Ventures-COMP018 on 2022-05-21
COMP018,Blue Sky Ventures-COMP018,57,2022-06-08,Ticket for Blue Sky Ventures-COMP018 on 2022-06-08
COMP018,Blue Sky Ventures-COMP018,58,2022-04-08,Ticket for Blue Sky Ventures-COMP018 on 2022-04-08
COMP018,Blue Sky Ventures-COMP018,59,2022-02-22,Ticket for Blue Sky Ventures-COMP018 on 2022-02-22
COMP019,QuickServe Delivery-COMP019,60,2022-11-15,Ticket for QuickServe Delivery-COMP019 on 2022-11-15
COMP019,QuickServe Delivery-COMP019,61,2022-05-06,Ticket for QuickServe Delivery-COMP019 on 2022-05-06
COMP019,QuickServe Delivery-COMP019,62,2022-05-28,Ticket for QuickServe Delivery-COMP019 on 2022-05-28
COMP019,QuickServe Delivery-COMP019,63,2022-03-03,Ticket for QuickServe Delivery-COMP019 on 2022-03-03
COMP020,Solaris Systems-COMP020,64,2022-05-11,Ticket for Solaris Systems-COMP020 on 2022-05-11
COMP020,Solaris Systems-COMP020,65,2022-06-20,Ticket for Solaris Systems-COMP020 on 2022-06-20
COMP021,ABC Industries-COMP021,66,2022-07-10,Ticket for ABC Industries-COMP021 on 2022-07-10
COMP021,ABC Industries-COMP021,67,2022-11-10,Ticket for ABC Industries-COMP021 on 2022-11-10
COMP022,Apex Analytics-COMP022,68,2022-04-03,Ticket for Apex Analytics-COMP022 on 2022-04-03
COMP022,Apex Analytics-COMP022,69,2022-05-11,Ticket for Apex Analytics-COMP022 on 2022-05-11
COMP022,Apex Analytics-COMP022,70,2022-07-13,Ticket for Apex Analytics-COMP022 on 2022-07-13
COMP023,XYZ Tech Solutions-COMP023,71,2022-09-10,Ticket for XYZ Tech Solutions-COMP023 on 2022-09-10
COMP023,XYZ Tech Solutions-COMP023,72,2022-11-20,Ticket for XYZ Tech Solutions-COMP023 on 2022-11-20
COMP024,Red Rocket Media-COMP024,73,2022-02-15,Ticket for Red Rocket Media-COMP024 on 2022-02-15
COMP024,Red Rocket Media-COMP024,74,2022-11-03,Ticket for Red Rocket Media-COMP024 on 2022-11-03
COMP024,Red Rocket Media-COMP024,75,2022-09-19,Ticket for Red Rocket Media-COMP024 on 2022-09-19
COMP024,Red Rocket Media-COMP024,76,2022-01-11,Ticket for Red Rocket Media-COMP024 on 2022-01-11
COMP024,Red Rocket Media-COMP024,77,2022-01-08,Ticket for Red Rocket Media-COMP024 on 2022-01-08
COMP025,Green Energy Corp-COMP025,78,2022-08-27,Ticket for Green Energy Corp-COMP025 on 2022-08-27
COMP025,Green Energy Corp-COMP025,79,2022-08-05,Ticket for Green Energy Corp-COMP025 on 2022-08-05
COMP025,Green Energy Corp-COMP025,80,2022-03-20,Ticket for Green Energy Corp-COMP025 on 2022-03-20
COMP026,Innovative Innovations-COMP026,81,2022-04-01,Ticket for Innovative Innovations-COMP026 on 2022-04-01
COMP026,Innovative Innovations-COMP026,82,2022-04-21,Ticket for Innovative Innovations-COMP026 on 2022-04-21
COMP026,Innovative Innovations-COMP026,83,2022-05-31,Ticket for Innovative Innovations-COMP026 on 2022-05-31
COMP027,EcoGreen Solutions-COMP027,84,2022-02-11,Ticket for EcoGreen Solutions-COMP027 on 2022-02-11
COMP027,EcoGreen Solutions-COMP027,85,2022-07-04,Ticket for EcoGreen Solutions-COMP027 on 2022-07-04
COMP027,EcoGreen Solutions-COMP027,86,2022-12-07,Ticket for EcoGreen Solutions-COMP027 on 2022-12-07
COMP027,EcoGreen Solutions-COMP027,87,2022-07-28,Ticket for EcoGreen Solutions-COMP027 on 2022-07-28
COMP027,EcoGreen Solutions-COMP027,88,2022-08-04,Ticket for EcoGreen Solutions-COMP027 on 2022-08-04
COMP028,Blue Sky Ventures-COMP028,89,2022-05-25,Ticket for Blue Sky Ventures-COMP028 on 2022-05-25
COMP028,Blue Sky Ventures-COMP028,90,2022-01-16,Ticket for Blue Sky Ventures-COMP028 on 2022-01-16
COMP028,Blue Sky Ventures-COMP028,91,2022-04-10,Ticket for Blue Sky Ventures-COMP028 on 2022-04-10
COMP029,QuickServe Delivery-COMP029,92,2022-03-23,Ticket for QuickServe Delivery-COMP029 on 2022-03-23
COMP029,QuickServe Delivery-COMP029,93,2022-06-19,Ticket for QuickServe Delivery-COMP029 on 2022-06-19
COMP030,Solaris Systems-COMP030,94,2022-11-11,Ticket for Solaris Systems-COMP030 on 2022-11-11
COMP030,Solaris Systems-COMP030,95,2022-01-19,Ticket for Solaris Systems-COMP030 on 2022-01-19
COMP030,Solaris Systems-COMP030,96,2022-11-15,Ticket for Solaris Systems-COMP030 on 2022-11-15
COMP031,ABC Industries-COMP031,97,2022-04-25,Ticket for ABC Industries-COMP031 on 2022-04-25
COMP031,ABC Industries-COMP031,98,2022-03-06,Ticket for ABC Industries-COMP031 on 2022-03-06
COMP031,ABC Industries-COMP031,99,2022-04-11,Ticket for ABC Industries-COMP031 on 2022-04-11
COMP031,ABC Industries-COMP031,100,2022-12-11,Ticket for ABC Industries-COMP031 on 2022-12-11
COMP032,Apex Analytics-COMP032,101,2022-07-28,Ticket for Apex Analytics-COMP032 on 2022-07-28
COMP032,Apex Analytics-COMP032,102,2022-10-28,Ticket for Apex Analytics-COMP032 on 2022-10-28
COMP032,Apex Analytics-COMP032,103,2022-06-13,Ticket for Apex Analytics-COMP032 on 2022-06-13
COMP032,Apex Analytics-COMP032,104,2022-09-15,Ticket for Apex Analytics-COMP032 on 2022-09-15
COMP033,XYZ Tech Solutions-COMP033,105,2022-09-17,Ticket for XYZ Tech Solutions-COMP033 on 2022-09-17
COMP033,XYZ Tech Solutions-COMP033,106,2022-07-01,Ticket for XYZ Tech Solutions-COMP033 on 2022-07-01
COMP033,XYZ Tech Solutions-COMP033,107,2022-10-25,Ticket for XYZ Tech Solutions-COMP033 on 2022-10-25
COMP033,XYZ Tech Solutions-COMP033,108,2022-05-17,Ticket for XYZ Tech Solutions-COMP033 on 2022-05-17
COMP033,XYZ Tech Solutions-COMP033,109,2022-07-25,Ticket for XYZ Tech Solutions-COMP033 on 2022-07-25
COMP034,Red Rocket Media-COMP034,110,2022-09-22,Ticket for Red Rocket Media-COMP034 on 2022-09-22
COMP034,Red Rocket Media-COMP034,111,2022-04-19,Ticket for Red Rocket Media-COMP034 on 2022-04-19
COMP034,Red Rocket Media-COMP034,112,2022-05-30,Ticket for Red Rocket Media-COMP034 on 2022-05-30
COMP034,Red Rocket Media-COMP034,113,2022-07-25,Ticket for Red Rocket Media-COMP034 on 2022-07-25
COMP035,Green Energy Corp-COMP035,114,2022-06-11,Ticket for Green Energy Corp-COMP035 on 2022-06-11
COMP035,Green Energy Corp-COMP035,115,2022-04-16,Ticket for Green Energy Corp-COMP035 on 2022-04-16
COMP035,Green Energy Corp-COMP035,116,2022-08-04,Ticket for Green Energy Corp-COMP035 on 2022-08-04
COMP035,Green Energy Corp-COMP035,117,2022-05-05,Ticket for Green Energy Corp-COMP035 on 2022-05-05
COMP035,Green Energy Corp-COMP035,118,2022-12-07,Ticket for Green Energy Corp-COMP035 on 2022-12-07
COMP036,Innovative Innovations-COMP036,119,2022-08-02,Ticket for Innovative Innovations-COMP036 on 2022-08-02
COMP036,Innovative Innovations-COMP036,120,2022-07-14,Ticket for Innovative Innovations-COMP036 on 2022-07-14
COMP036,Innovative Innovations-COMP036,121,2022-05-18,Ticket for Innovative Innovations-COMP036 on 2022-05-18
COMP036,Innovative Innovations-COMP036,122,2022-02-28,Ticket for Innovative Innovations-COMP036 on 2022-02-28
COMP036,Innovative Innovations-COMP036,123,2022-12-07,Ticket for Innovative Innovations-COMP036 on 2022-12-07
COMP037,EcoGreen Solutions-COMP037,124,2022-07-04,Ticket for EcoGreen Solutions-COMP037 on 2022-07-04
COMP037,EcoGreen Solutions-COMP037,125,2022-04-02,Ticket for EcoGreen Solutions-COMP037 on 2022-04-02
COMP037,EcoGreen Solutions-COMP037,126,2022-06-21,Ticket for EcoGreen Solutions-COMP037 on 2022-06-21
COMP037,EcoGreen Solutions-COMP037,127,2022-10-29,Ticket for EcoGreen Solutions-COMP037 on 2022-10-29
COMP038,Blue Sky Ventures-COMP038,128,2022-02-16,Ticket for Blue Sky Ventures-COMP038 on 2022-02-16
COMP038,Blue Sky Ventures-COMP038,129,2022-03-29,Ticket for Blue Sky Ventures-COMP038 on 2022-03-29
COMP038,Blue Sky Ventures-COMP038,130,2022-07-22,Ticket for Blue Sky Ventures-COMP038 on 2022-07-22
COMP038,Blue Sky Ventures-COMP038,131,2022-08-19,Ticket for Blue Sky Ventures-COMP038 on 2022-08-19
COMP039,QuickServe Delivery-COMP039,132,2022-10-01,Ticket for QuickServe Delivery-COMP039 on 2022-10-01
COMP039,QuickServe Delivery-COMP039,133,2022-10-19,Ticket for QuickServe Delivery-COMP039 on 2022-10-19
COMP039,QuickServe Delivery-COMP039,134,2022-09-25,Ticket for QuickServe Delivery-COMP039 on 2022-09-25
COMP039,QuickServe Delivery-COMP039,135,2022-02-03,Ticket for QuickServe Delivery-COMP039 on 2022-02-03
COMP040,Solaris Systems-COMP040,136,2022-01-01,Ticket for Solaris Systems-COMP040 on 2022-01-01
COMP040,Solaris Systems-COMP040,137,2022-11-23,Ticket for Solaris Systems-COMP040 on 2022-11-23
COMP040,Solaris Systems-COMP040,138,2022-12-31,Ticket for Solaris Systems-COMP040 on 2022-12-31
COMP040,Solaris Systems-COMP040,139,2022-03-19,Ticket for Solaris Systems-COMP040 on 2022-03-19
COMP041,ABC Industries-COMP041,140,2022-12-19,Ticket for ABC Industries-COMP041 on 2022-12-19
COMP041,ABC Industries-COMP041,141,2022-12-27,Ticket for ABC Industries-COMP041 on 2022-12-27
COMP041,ABC Industries-COMP041,142,2022-11-19,Ticket for ABC Industries-COMP041 on 2022-11-19
COMP042,Apex Analytics-COMP042,143,2022-10-31,Ticket for Apex Analytics-COMP042 on 2022-10-31
COMP042,Apex Analytics-COMP042,144,2022-07-06,Ticket for Apex Analytics-COMP042 on 2022-07-06
COMP042,Apex Analytics-COMP042,145,2022-02-10,Ticket for Apex Analytics-COMP042 on 2022-02-10
COMP042,Apex Analytics-COMP042,146,2022-03-14,Ticket for Apex Analytics-COMP042 on 2022-03-14
COMP043,XYZ Tech Solutions-COMP043,147,2022-07-11,Ticket for XYZ Tech Solutions-COMP043 on 2022-07-11
COMP043,XYZ Tech Solutions-COMP043,148,2022-05-20,Ticket for XYZ Tech Solutions-COMP043 on 2022-05-20
COMP043,XYZ Tech Solutions-COMP043,149,2022-05-16,Ticket for XYZ Tech Solutions-COMP043 on 2022-05-16
COMP043,XYZ Tech Solutions-COMP043,150,2022-03-16,Ticket for XYZ Tech Solutions-COMP043 on 2022-03-16
COMP043,XYZ Tech Solutions-COMP043,151,2022-03-25,Ticket for XYZ Tech Solutions-COMP043 on 2022-03-25
COMP044,Red Rocket Media-COMP044,152,2022-04-22,Ticket for Red Rocket Media-COMP044 on 2022-04-22
COMP044,Red Rocket Media-COMP044,153,2022-05-08,Ticket for Red Rocket Media-COMP044 on 2022-05-08
COMP045,Green Energy Corp-COMP045,154,2022-05-19,Ticket for Green Energy Corp-COMP045 on 2022-05-19
COMP045,Green Energy Corp-COMP045,155,2022-12-17,Ticket for Green Energy Corp-COMP045 on 2022-12-17
COMP046,Innovative Innovations-COMP046,156,2022-03-04,Ticket for Innovative Innovations-COMP046 on 2022-03-04
COMP046,Innovative Innovations-COMP046,157,2022-02-24,Ticket for Innovative Innovations-COMP046 on 2022-02-24
COMP046,Innovative Innovations-COMP046,158,2022-09-07,Ticket for Innovative Innovations-COMP046 on 2022-09-07
COMP047,EcoGreen Solutions-COMP047,159,2022-09-16,Ticket for EcoGreen Solutions-COMP047 on 2022-09-16
COMP047,EcoGreen Solutions-COMP047,160,2022-08-23,Ticket for EcoGreen Solutions-COMP047 on 2022-08-23
COMP047,EcoGreen Solutions-COMP047,161,2022-06-20,Ticket for EcoGreen Solutions-COMP047 on 2022-06-20
COMP048,Blue Sky Ventures-COMP048,162,2022-08-31,Ticket for Blue Sky Ventures-COMP048 on 2022-08-31
COMP048,Blue Sky Ventures-COMP048,163,2022-10-20,Ticket for Blue Sky Ventures-COMP048 on 2022-10-20
COMP048,Blue Sky Ventures-COMP048,164,2022-03-09,Ticket for Blue Sky Ventures-COMP048 on 2022-03-09
COMP048,Blue Sky Ventures-COMP048,165,2022-12-08,Ticket for Blue Sky Ventures-COMP048 on 2022-12-08
COMP048,Blue Sky Ventures-COMP048,166,2022-12-18,Ticket for Blue Sky Ventures-COMP048 on 2022-12-18
COMP049,QuickServe Delivery-COMP049,167,2022-04-14,Ticket for QuickServe Delivery-COMP049 on 2022-04-14
COMP049,QuickServe Delivery-COMP049,168,2022-06-05,Ticket for QuickServe Delivery-COMP049 on 2022-06-05
COMP049,QuickServe Delivery-COMP049,169,2022-02-24,Ticket for QuickServe Delivery-COMP049 on 2022-02-24
COMP049,QuickServe Delivery-COMP049,170,2022-06-12,Ticket for QuickServe Delivery-COMP049 on 2022-06-12
COMP050,Solaris Systems-COMP050,171,2022-08-03,Ticket for Solaris Systems-COMP050 on 2022-08-03
COMP050,Solaris Systems-COMP050,172,2022-09-15,Ticket for Solaris Systems-COMP050 on 2022-09-15
COMP050,Solaris Systems-COMP050,173,2022-05-03,Ticket for Solaris Systems-COMP050 on 2022-05-03
COMP051,ABC Industries-COMP051,174,2022-05-15,Ticket for ABC Industries-COMP051 on 2022-05-15
COMP051,ABC Industries-COMP051,175,2022-07-29,Ticket for ABC Industries-COMP051 on 2022-07-29
COMP051,ABC Industries-COMP051,176,2022-05-24,Ticket for ABC Industries-COMP051 on 2022-05-24
COMP051,ABC Industries-COMP051,177,2022-03-01,Ticket for ABC Industries-COMP051 on 2022-03-01
COMP052,Apex Analytics-COMP052,178,2022-11-28,Ticket for Apex Analytics-COMP052 on 2022-11-28
COMP052,Apex Analytics-COMP052,179,2022-09-19,Ticket for Apex Analytics-COMP052 on 2022-09-19
COMP052,Apex Analytics-COMP052,180,2022-05-23,Ticket for Apex Analytics-COMP052 on 2022-05-23
COMP052,Apex Analytics-COMP052,181,2022-06-22,Ticket for Apex Analytics-COMP052 on 2022-06-22
COMP053,XYZ Tech Solutions-COMP053,182,2022-05-19,Ticket for XYZ Tech Solutions-COMP053 on 2022-05-19
COMP053,XYZ Tech Solutions-COMP053,183,2022-09-25,Ticket for XYZ Tech Solutions-COMP053 on 2022-09-25
COMP054,Red Rocket Media-COMP054,184,2022-01-08,Ticket for Red Rocket Media-COMP054 on 2022-01-08
COMP054,Red Rocket Media-COMP054,185,2022-09-18,Ticket for Red Rocket Media-COMP054 on 2022-09-18
COMP054,Red Rocket Media-COMP054,186,2022-07-30,Ticket for Red Rocket Media-COMP054 on 2022-07-30
COMP054,Red Rocket Media-COMP054,187,2022-01-09,Ticket for Red Rocket Media-COMP054 on 2022-01-09
COMP055,Green Energy Corp-COMP055,188,2022-07-04,Ticket for Green Energy Corp-COMP055 on 2022-07-04
COMP055,Green Energy Corp-COMP055,189,2022-05-21,Ticket for Green Energy Corp-COMP055 on 2022-05-21
COMP055,Green Energy Corp-COMP055,190,2022-06-29,Ticket for Green Energy Corp-COMP055 on 2022-06-29
COMP055,Green Energy Corp-COMP055,191,2022-12-07,Ticket for Green Energy Corp-COMP055 on 2022-12-07
COMP055,Green Energy Corp-COMP055,192,2022-04-23,Ticket for Green Energy Corp-COMP055 on 2022-04-23
COMP056,Innovative Innovations-COMP056,193,2022-06-04,Ticket for Innovative Innovations-COMP056 on 2022-06-04
COMP056,Innovative Innovations-COMP056,194,2022-03-12,Ticket for Innovative Innovations-COMP056 on 2022-03-12
COMP056,Innovative Innovations-COMP056,195,2022-09-03,Ticket for Innovative Innovations-COMP056 on 2022-09-03
COMP057,EcoGreen Solutions-COMP057,196,2022-06-27,Ticket for EcoGreen Solutions-COMP057 on 2022-06-27
COMP057,EcoGreen Solutions-COMP057,197,2022-11-21,Ticket for EcoGreen Solutions-COMP057 on 2022-11-21
COMP057,EcoGreen Solutions-COMP057,198,2022-12-25,Ticket for EcoGreen Solutions-COMP057 on 2022-12-25
COMP058,Blue Sky Ventures-COMP058,199,2022-10-02,Ticket for Blue Sky Ventures-COMP058 on 2022-10-02
COMP058,Blue Sky Ventures-COMP058,200,2022-09-23,Ticket for Blue Sky Ventures-COMP058 on 2022-09-23
COMP058,Blue Sky Ventures-COMP058,201,2022-11-21,Ticket for Blue Sky Ventures-COMP058 on 2022-11-21
COMP058,Blue Sky Ventures-COMP058,202,2022-05-08,Ticket for Blue Sky Ventures-COMP058 on 2022-05-08
COMP058,Blue Sky Ventures-COMP058,203,2022-08-07,Ticket for Blue Sky Ventures-COMP058 on 2022-08-07
COMP059,QuickServe Delivery-COMP059,204,2022-10-16,Ticket for QuickServe Delivery-COMP059 on 2022-10-16
COMP059,QuickServe Delivery-COMP059,205,2022-12-11,Ticket for QuickServe Delivery-COMP059 on 2022-12-11
COMP060,Solaris Systems-COMP060,206,2022-04-03,Ticket for Solaris Systems-COMP060 on 2022-04-03
COMP060,Solaris Systems-COMP060,207,2022-10-27,Ticket for Solaris Systems-COMP060 on 2022-10-27
COMP061,ABC Industries-COMP061,208,2022-06-01,Ticket for ABC Industries-COMP061 on 2022-06-01
COMP061,ABC Industries-COMP061,209,2022-05-17,Ticket for ABC Industries-COMP061 on 2022-05-17
COMP061,ABC Industries-COMP061,210,2022-11-08,Ticket for ABC Industries-COMP061 on 2022-11-08
COMP062,Apex Analytics-COMP062,211,2022-08-12,Ticket for Apex Analytics-COMP062 on 2022-08-12
COMP062,Apex Analytics-COMP062,212,2022-10-11,Ticket for Apex Analytics-COMP062 on 2022-10-11
COMP062,Apex Analytics-COMP062,213,2022-01-09,Ticket for Apex Analytics-COMP062 on 2022-01-09
COMP063,XYZ Tech Solutions-COMP063,214,2022-07-14,Ticket for XYZ Tech Solutions-COMP063 on 2022-07-14
COMP063,XYZ Tech Solutions-COMP063,215,2022-09-17,Ticket for XYZ Tech Solutions-COMP063 on 2022-09-17
COMP063,XYZ Tech Solutions-COMP063,216,2022-05-07,Ticket for XYZ Tech Solutions-COMP063 on 2022-05-07
COMP063,XYZ Tech Solutions-COMP063,217,2022-03-31,Ticket for XYZ Tech Solutions-COMP063 on 2022-03-31
COMP064,Red Rocket Media-COMP064,218,2022-02-02,Ticket for Red Rocket Media-COMP064 on 2022-02-02
COMP064,Red Rocket Media-COMP064,219,2022-06-08,Ticket for Red Rocket Media-COMP064 on 2022-06-08
COMP065,Green Energy Corp-COMP065,220,2022-04-20,Ticket for Green Energy Corp-COMP065 on 2022-04-20
COMP065,Green Energy Corp-COMP065,221,2022-07-16,Ticket for Green Energy Corp-COMP065 on 2022-07-16
COMP065,Green Energy Corp-COMP065,222,2022-12-14,Ticket for Green Energy Corp-COMP065 on 2022-12-14
COMP066,Innovative Innovations-COMP066,223,2022-08-20,Ticket for Innovative Innovations-COMP066 on 2022-08-20
COMP066,Innovative Innovations-COMP066,224,2022-01-29,Ticket for Innovative Innovations-COMP066 on 2022-01-29
COMP066,Innovative Innovations-COMP066,225,2022-01-12,Ticket for Innovative Innovations-COMP066 on 2022-01-12
COMP067,EcoGreen Solutions-COMP067,226,2022-10-01,Ticket for EcoGreen Solutions-COMP067 on 2022-10-01
COMP067,EcoGreen Solutions-COMP067,227,2022-03-17,Ticket for EcoGreen Solutions-COMP067 on 2022-03-17
COMP067,EcoGreen Solutions-COMP067,228,2022-07-04,Ticket for EcoGreen Solutions-COMP067 on 2022-07-04
COMP068,Blue Sky Ventures-COMP068,229,2022-07-13,Ticket for Blue Sky Ventures-COMP068 on 2022-07-13
COMP068,Blue Sky Ventures-COMP068,230,2022-04-03,Ticket for Blue Sky Ventures-COMP068 on 2022-04-03
COMP068,Blue Sky Ventures-COMP068,231,2022-09-10,Ticket for Blue Sky Ventures-COMP068 on 2022-09-10
COMP068,Blue Sky Ventures-COMP068,232,2022-02-11,Ticket for Blue Sky Ventures-COMP068 on 2022-02-11
COMP068,Blue Sky Ventures-COMP068,233,2022-04-17,Ticket for Blue Sky Ventures-COMP068 on 2022-04-17
COMP069,QuickServe Delivery-COMP069,234,2022-01-06,Ticket for QuickServe Delivery-COMP069 on 2022-01-06
COMP069,QuickServe Delivery-COMP069,235,2022-06-12,Ticket for QuickServe Delivery-COMP069 on 2022-06-12
COMP070,Solaris Systems-COMP070,236,2022-08-19,Ticket for Solaris Systems-COMP070 on 2022-08-19
COMP070,Solaris Systems-COMP070,237,2022-02-16,Ticket for Solaris Systems-COMP070 on 2022-02-16
COMP070,Solaris Systems-COMP070,238,2022-02-06,Ticket for Solaris Systems-COMP070 on 2022-02-06
COMP070,Solaris Systems-COMP070,239,2022-11-23,Ticket for Solaris Systems-COMP070 on 2022-11-23
COMP071,ABC Industries-COMP071,240,2022-03-16,Ticket for ABC Industries-COMP071 on 2022-03-16
COMP071,ABC Industries-COMP071,241,2022-05-25,Ticket for ABC Industries-COMP071 on 2022-05-25
COMP071,ABC Industries-COMP071,242,2022-07-13,Ticket for ABC Industries-COMP071 on 2022-07-13
COMP071,ABC Industries-COMP071,243,2022-07-06,Ticket for ABC Industries-COMP071 on 2022-07-06
COMP071,ABC Industries-COMP071,244,2022-08-15,Ticket for ABC Industries-COMP071 on 2022-08-15
COMP072,Apex Analytics-COMP072,245,2022-07-03,Ticket for Apex Analytics-COMP072 on 2022-07-03
